Date,Open,High,Low,Close,Volume
2015-02-27,174.9531,175.2181,174.4065,174.4562,108076000
2015-03-02,174.5556,175.6156,174.5059,175.5576,87491400
2015-03-03,175.127,175.6073,173.9759,174.8372,110325800
2015-03-04,174.2408,174.3154,173.1311,174.1,114497200
2015-03-05,174.4231,174.5721,173.7854,174.2906,76873000
2015-03-06,173.4293,173.8599,171.508,171.8393,188128000
2015-03-09,172.038,172.9075,171.8807,172.5515,89818900
2015-03-10,171.1851,171.2679,169.711,169.7524,157121300
2015-03-11,170.0091,170.183,169.272,169.3548,110145700
2015-03-12,169.9842,171.5743,169.9345,171.508,93993500
2015-03-13,171.2347,172.1953,169.4211,170.4562,162410900
2015-03-16,171.185,172.8247,170.4811,172.7336,136099200
2015-03-17,171.9966,172.6012,171.4086,172.2202,94510400
2015-03-18,171.7482,174.9614,171.1105,174.2906,228808500
2015-03-19,173.8765,174.2988,173.1063,173.4955,117917300
2015-03-20,174.4446,175.5343,174.2616,175.0269,177715100
2015-03-23,175.0353,175.6093,174.6859,174.6859,71784500
2015-03-24,174.5611,175.0186,173.6378,173.7043,77805300
2015-03-25,173.9123,174.1452,171.1173,171.1589,159521700
2015-03-26,170.4934,171.6663,169.7947,170.7513,153067200
2015-03-27,170.6349,171.317,170.4435,171.1423,118939000
2015-03-30,172.1738,173.5297,172.1572,173.2302,96180400
2015-03-31,172.4066,173.1054,171.658,171.7162,126768700
2015-04-01,171.683,171.7079,170.1191,171.109,137303600
2015-04-02,171.0424,172.1737,170.8594,171.7245,86900900
2015-04-06,170.8345,173.3965,170.7014,172.8808,114368200
2015-04-07,172.9057,173.6544,172.39,172.4233,81236300
2015-04-08,172.6479,173.4465,172.257,173.0056,89351900
2015-04-09,172.8392,174.0038,172.3484,173.7709,85548900
2015-04-10,174.0204,174.7607,173.8208,174.7191,72722900
2015-04-13,174.5778,175.21,173.879,173.9289,74436600
2015-04-14,173.7293,174.4446,173.1054,174.2616,75099900
2015-04-15,174.7275,175.551,174.6443,175.0436,99529300
2015-04-16,174.7109,175.5012,174.5113,174.9937,68934900
2015-04-17,173.8042,174.0454,172.1988,172.9807,191113200
2015-04-20,173.904,174.8938,173.8208,174.5611,92189500
2015-04-21,175.2433,175.4013,174.0537,174.3532,72559800
2015-04-22,174.6942,175.393,173.7709,175.21,78264600
2015-04-23,174.8107,176.2997,174.6942,175.6509,102585900
2015-04-24,176.0668,176.3246,175.6093,176.0584,61327400
2015-04-27,176.6241,176.7488,175.1351,175.3264,79358100
2015-04-28,175.3015,175.9337,174.1286,175.8837,86863500
2015-04-29,174.9937,175.759,174.3532,175.1601,125684900
2015-04-30,174.5861,174.9771,172.7062,173.4049,161304900
2015-05-01,174.1868,175.3264,174.087,175.2848,103399700
2015-05-04,175.709,176.3662,175.6009,175.7839,70927200
2015-05-05,175.5427,175.9004,173.6294,173.7709,113326200
2015-05-06,174.3199,174.6277,171.9907,173.0555,135060200
2015-05-07,172.9557,174.1702,172.623,173.746,88244900
2015-05-08,175.4179,176.2331,175.3347,176.0334,155877300
2015-05-11,175.9919,176.2581,175.1185,175.1933,75708100
2015-05-12,174.3616,175.21,173.538,174.6693,119727600
2015-05-13,175.0769,175.7007,174.4696,174.7025,94667900
2015-05-14,175.7174,176.6157,175.4429,176.5242,95934000
2015-05-15,176.7156,176.857,176.2331,176.7156,76510100
2015-05-18,176.5492,177.5141,176.4826,177.2646,74549700
2015-05-19,177.3811,177.6556,176.9236,177.2064,72114600
2015-05-20,177.3062,177.8303,176.7655,177.0816,76857500
2015-05-21,176.9402,177.8053,176.7738,177.5973,64764600
2015-05-22,177.2146,177.6306,177.1065,177.1731,57433500
2015-05-26,176.6823,177.1065,174.8522,175.2682,124308600
2015-05-27,175.7258,177.1649,175.3182,176.9319,93214000
2015-05-28,176.6241,176.8404,176.0418,176.7322,74974600
2015-05-29,176.6656,176.7072,175.368,175.6342,124919600
2015-06-01,176.2997,176.6324,175.2016,175.9919,93338800
2015-06-02,175.5344,176.5076,174.9105,175.8172,91531000
2015-06-03,176.3496,176.9069,175.7922,176.283,87820900
2015-06-04,175.576,176.2331,174.4779,174.7941,151882800
2015-06-05,174.6443,175.1684,173.8374,174.4946,121704700
2015-06-08,174.3864,174.5362,173.3466,173.4215,89063300
2015-06-09,173.3965,173.9372,172.7643,173.3965,105034700
2015-06-10,174.1618,175.8588,174.1036,175.4761,134551300
2015-06-11,175.917,176.4244,175.6841,176.0418,73876400
2015-06-12,175.2183,175.917,174.4197,174.6942,135382400
2015-06-15,173.5546,174.2283,172.8475,173.9455,124384200
2015-06-16,173.7959,174.9771,173.6212,174.8939,85308200
2015-06-17,175.1767,175.784,174.1536,175.1767,126708600
2015-06-18,175.7756,177.4642,175.2099,176.9984,165867900
2015-06-19,176.756,176.8313,175.8365,176.2127,130478700
2015-06-22,177.1321,177.7005,176.9064,177.1154,70696000
2015-06-23,177.3244,177.5752,176.848,177.2408,68476800
2015-06-24,176.9734,177.3495,175.9285,175.9536,92307300
2015-06-25,176.4551,176.5805,175.3434,175.4186,97107400
2015-06-26,175.778,176.0204,174.8335,175.3852,104174800
2015-06-29,173.9056,175.3935,171.632,171.7073,202621300
2015-06-30,173.2453,173.2955,171.5903,172.0667,182925100
2015-07-01,173.6382,173.8889,172.6602,173.4459,135979900
2015-07-02,173.9224,174.0895,172.8691,173.2871,104373700
2015-07-06,171.9998,173.5712,171.7992,172.7939,117975400
2015-07-07,172.9945,174.0059,170.6123,173.8806,173820200
2015-07-08,172.5432,172.8274,170.7293,170.9633,164020100
2015-07-09,173.0614,173.3205,171.164,171.2726,144113100
2015-07-10,173.2704,173.8471,171.3144,173.4292,129456900
2015-07-13,174.6914,175.452,174.6496,175.3434,106069400
2015-07-14,175.3016,176.4133,175.2431,176.104,81709600
2015-07-15,176.1458,176.6056,175.5691,176.0455,97914100
2015-07-16,177.0987,177.4582,176.8563,177.4582,106683300
2015-07-17,177.4498,177.6671,177.0402,177.6086,89030000
2015-07-20,177.8344,178.1938,177.383,177.7006,70446800
2015-07-21,177.5668,177.8259,176.6974,176.9984,77965000
2015-07-22,176.313,177.0152,176.2796,176.6808,88667900
2015-07-23,176.8145,176.9148,175.3266,175.6861,90509100
2015-07-24,175.7864,175.8449,173.5295,173.8639,117755000
2015-07-27,172.9778,173.4877,172.4094,172.8524,132361100
2015-07-28,173.6883,175.1177,172.8608,174.9756,123544800
2015-07-29,175.1009,176.4049,174.9588,176.1792,105791300
2015-07-30,175.6694,176.3882,175.0508,176.221,91304400
2015-07-31,176.7226,176.7477,175.6694,175.9536,103266900
2015-08-03,175.9201,175.9786,174.4071,175.36,113965700
2015-08-04,175.2848,175.7445,174.5325,175.0173,81820800
2015-08-05,175.9118,176.6306,175.3099,175.5941,85786800
2015-08-06,175.7781,175.8867,173.5713,174.1565,116030800
2015-08-07,173.9976,174.1481,172.9193,173.8221,117858000
2015-08-10,174.9338,176.0957,174.9338,176.0121,80270700
2015-08-11,174.6747,175.0926,173.6633,174.4239,126081400
2015-08-12,173.1199,174.8168,171.6571,174.6329,172123700
2015-08-13,174.474,175.1595,173.8722,174.4155,89383300
2015-08-14,174.2233,175.126,174.0812,175.0508,72786500
2015-08-17,174.4573,176.0288,173.9976,176.0288,79072600
2015-08-18,175.753,176.1041,175.2849,175.5189,71692700
2015-08-19,174.775,175.544,173.3205,174.1313,172946000
2015-08-20,172.6183,174.1062,170.4367,170.4952,194327900
2015-08-21,168.6229,170.4702,165.1038,165.3629,346588500
2015-08-24,156.7199,165.0703,152.4652,158.4,507244300
2015-08-25,163.3568,163.3735,156.2434,156.536,369833100
2015-08-26,160.5566,162.8218,157.4554,162.546,339257000
2015-08-27,164.6859,166.692,163.1729,166.5666,274143900
2015-08-28,165.9229,167.043,165.4381,166.5749,160414400
2015-08-31,165.597,166.4496,164.6775,165.2292,163298800
2015-09-01,161.4259,162.8051,159.4281,160.2975,256000400
2015-09-02,162.6797,163.3819,160.8408,163.3401,160269300
2015-09-03,164.0506,165.5468,162.9639,163.4571,152087800
2015-09-04,161.2003,162.0445,160.1638,160.9829,207081000
2015-09-08,163.7831,165.179,163.1395,165.0285,116025700
2015-09-09,166.6084,166.7337,162.454,162.8218,149347700
2015-09-10,162.6296,164.853,162.3705,163.7079,158611100
2015-09-11,163.315,164.5187,162.6045,164.4518,119691200
2015-09-14,164.6274,164.6775,163.3568,163.8416,79452000
2015-09-15,164.3431,166.3325,163.7998,165.8895,113806200
2015-09-16,166.1905,167.5195,165.8477,167.3272,99581600
2015-09-17,167.1935,169.5925,166.5749,166.9511,276046600
2015-09-18,164.4413,166.9368,163.8111,164.2228,223657500
2015-09-21,165.0546,166.0965,164.0212,165.0715,105726200
2015-09-22,162.9037,163.391,161.7946,162.9289,153890900
2015-09-23,163.0969,163.5675,162.0887,162.6684,92790600
2015-09-24,161.4501,162.5424,160.1141,162.0803,159378800
2015-09-25,163.5423,163.8448,161.1644,162.0383,155054800
2015-09-28,161.1392,161.2484,157.6606,157.9715,178515900
2015-09-29,158.19,159.4252,157.0641,158.064,159045600
2015-09-30,159.9545,161.1812,159.173,161.0132,163452000
2015-10-01,161.3913,161.7358,159.4924,161.4333,131079000
2015-10-02,159.4504,163.87,158.9042,163.8448,211003300
2015-10-05,165.0715,166.9872,164.9623,166.7603,126320800
2015-10-06,166.6259,167.1889,165.5252,166.189,110274500
2015-10-07,167.1216,167.903,165.9285,167.5501,124307300
2015-10-08,167.1636,169.3482,166.8611,169.0625,153055200
2015-10-09,169.2054,169.6423,168.5332,169.1634,107069200
2015-10-12,169.2391,169.5247,168.8105,169.3231,56395600
2015-10-13,168.592,169.8608,168.0879,168.256,88038700
2015-10-14,168.1972,168.7769,167.1553,167.4494,99106200
2015-10-15,168.1131,170.0289,167.7434,170.0205,134142200
2015-10-16,170.4238,170.8103,169.6591,170.7935,114580100
2015-10-19,170.1464,170.8774,169.8356,170.8774,76523900
2015-10-20,170.4406,171.2724,170.1885,170.659,78448500
2015-10-21,171.0791,171.2303,169.4323,169.6003,102038000
2015-10-22,170.5498,172.6756,169.6003,172.4655,174911700
2015-10-23,174.1376,174.7257,173.3393,174.356,144442300
2015-10-26,174.1796,174.2384,173.5578,173.9275,69033000
2015-10-27,173.2553,173.9275,172.9108,173.5914,77905800
2015-10-28,173.9275,175.5912,173.2637,175.566,135906700
2015-10-29,175.0618,175.8349,174.9442,175.4651,90525500
2015-10-30,175.6584,175.9777,174.5493,174.7089,131076900
2015-11-02,175.0366,176.9691,174.9106,176.7759,86270800
2015-11-03,176.423,177.843,176.1961,177.2884,95246100
2015-11-04,177.5825,177.7085,176.2129,176.7507,96224500
2015-11-05,176.8094,177.2716,175.6835,176.5742,78408700
2015-11-06,176.2297,176.7171,175.1542,176.4818,110471500
2015-11-09,175.8684,176.0196,173.8855,174.8349,131008700
2015-11-10,174.356,175.2719,174.0872,175.2383,75874600
2015-11-11,175.5071,175.5575,174.4821,174.5493,67846000
2015-11-12,173.5074,173.9779,172.0958,172.1126,121315200
2015-11-13,171.7009,171.9698,170.0961,170.1801,153577100
2015-11-16,169.9952,172.8268,169.8776,172.768,117645200
2015-11-17,173.0789,173.9612,172.1463,172.642,121123700
2015-11-18,173.1209,175.5239,173.0789,175.3811,121342500
2015-11-19,175.2635,175.65,174.9358,175.2299,88220500
2015-11-20,175.9861,176.549,175.4904,175.8685,94011500
2015-11-23,175.9272,176.4314,175.2046,175.6668,64931200
2015-11-24,174.6586,176.3054,174.2721,175.9021,98874400
2015-11-25,176.0281,176.2298,175.6164,175.8769,51980100
2015-11-27,175.9692,176.2801,175.4903,176.0785,37317800
2015-11-30,176.2381,176.3558,175.2383,175.3475,112822700
2015-12-01,175.9777,177.1372,175.7004,177.0196,97858400
2015-12-02,176.9692,177.2884,174.961,175.2131,108441300
2015-12-03,175.4651,175.734,172.037,172.7596,166224200
2015-12-04,172.7596,176.423,172.7596,176.1289,192913900
2015-12-07,175.8012,176.2213,174.0955,175.0618,102027100
2015-12-08,173.499,175.0114,172.9024,173.8855,103372400
2015-12-09,173.2469,175.3391,171.5581,172.5327,162401500
2015-12-10,172.6,174.2888,172.3647,172.9781,116128900
2015-12-11,170.8607,171.5244,169.3146,169.6255,211173300
2015-12-14,169.7852,170.6086,168.0039,170.4825,182385200
2015-12-15,171.995,173.1797,170.4574,172.2723,154069600
2015-12-16,173.3982,175.0955,172.079,174.793,197017000
2015-12-17,175.1038,175.171,172.1126,172.1294,173092500
2015-12-18,171.3873,171.5225,168.9023,169.0629,251393500
2015-12-21,170.2378,170.6351,169.1221,170.4576,99094300
2015-12-22,171.345,172.3002,170.3561,172.0043,111026200
2015-12-23,173.0102,174.1766,172.9172,174.1343,110987200
2015-12-24,173.8808,174.3964,173.6272,173.847,48539600
2015-12-28,173.1538,173.4919,172.3762,173.4497,65899900
2015-12-29,174.5484,175.6303,174.5146,175.3007,92640700
2015-12-30,175.0556,175.1401,173.9145,174.0582,63317700
2015-12-31,173.3821,174.0244,172.3171,172.3171,114877900
2016-01-04,169.4602,169.9166,167.8543,169.9082,222353500
2016-01-05,170.2293,170.6519,169.0882,170.1955,110845800
2016-01-06,167.6429,169.0967,167.0175,168.0487,152112600
2016-01-07,165.0988,166.8822,163.6281,164.0169,213436100
2016-01-08,164.9805,165.5383,161.9292,162.2166,209817200
2016-01-11,163.1379,163.476,160.4416,162.3772,187941300
2016-01-12,163.8225,164.4395,161.5572,163.6872,172330500
2016-01-13,164.355,164.7015,159.2245,159.6048,221168900
2016-01-14,160.2134,163.3491,158.6159,162.225,240795600
2016-01-15,157.8636,159.5456,156.8071,158.7427,324846400
2016-01-19,160.56,160.6867,157.3819,158.954,195244400
2016-01-20,156.3929,158.4806,153.0036,156.917,286547800
2016-01-21,157.3903,159.6386,156.0633,157.796,195772900
2016-01-22,160.4078,161.2361,159.6471,161.0332,168319600
2016-01-25,160.5261,160.7205,158.4045,158.5989,130371700
2016-01-26,159.2582,161.0417,158.9201,160.7627,141036800
2016-01-27,160.2387,161.9123,158.1087,159.0131,185681700
2016-01-28,160.5599,160.7627,158.1932,159.8414,143798800
2016-01-29,160.6107,163.8733,160.4923,163.738,210529300
2016-02-01,162.7322,164.4649,162.149,163.6788,136061600
2016-02-02,162.2504,162.2588,160.2049,160.7289,182564900
2016-02-03,161.7855,162.0982,158.1426,161.6925,205054900
2016-02-04,161.1939,162.9181,160.5599,161.9461,139531800
2016-02-05,161.4305,162.0052,158.2271,158.861,180788300
2016-02-08,157.0184,157.3142,154.508,156.7225,191526700
2016-02-09,154.9814,158.0073,154.8461,156.731,184513100
2016-02-10,157.5594,159.1906,156.469,156.5958,148214100
2016-02-11,154.1193,155.6069,153.0627,154.5588,219058900
2016-02-12,156.3337,157.7621,155.4885,157.7452,127632400
2016-02-16,159.5541,160.4331,158.5906,160.4078,120250700
2016-02-17,161.5742,163.3999,161.4474,163.028,136009500
2016-02-18,163.2985,163.3576,162.0475,162.3603,102343000
2016-02-19,161.5827,162.4363,160.9741,162.2842,114793000
2016-02-22,163.8648,164.7776,163.7972,164.634,103640300
2016-02-23,163.9747,164.2451,162.4363,162.5547,111455300
2016-02-24,161.1262,163.5774,160.0189,163.2984,150812200
2016-02-25,163.7464,165.2847,162.9857,165.2763,110728300
2016-02-26,166.1469,166.2398,164.7353,164.8959,129833700
2016-02-29,164.9128,165.8595,163.4083,163.6027,125918100
2016-03-01,164.8283,167.533,164.355,167.4485,141799700
2016-03-02,167.1358,168.2515,166.7216,168.2008,102415000
2016-03-03,168.0233,168.877,167.4485,168.86,95172200
2016-03-04,169.0545,170.1871,168.2262,169.4095,129293600
2016-03-07,168.4881,169.9504,168.4121,169.5447,100219000
2016-03-08,168.4713,168.9784,167.5331,167.6936,123974900
2016-03-09,168.5051,168.8686,167.719,168.522,94801200
2016-03-10,169.0122,169.9504,166.8315,168.6572,156838700
2016-03-11,170.111,171.4211,168.6403,171.3789,137964500
2016-03-14,170.8717,171.6155,170.5421,171.1591,73612000
2016-03-15,170.1955,171.1844,169.9335,170.8802,93169100
2016-03-16,170.3984,172.2748,170.3561,171.8691,129303200
2016-03-17,171.7846,173.4666,171.3873,172.9594,134278500
2016-03-18,173.4607,173.9789,173.1464,173.6391,138372400
2016-03-21,173.3757,174.1148,173.1463,173.8855,72926700
2016-03-22,173.1123,174.3612,172.9509,173.792,97471900
2016-03-23,173.4097,173.5966,172.4752,172.6451,81052500
2016-03-24,171.6171,172.6026,171.3962,172.5686,84360900
2016-03-28,172.9849,173.1973,172.2203,172.6706,62408200
2016-03-29,172.2627,174.3782,171.9569,174.2678,92922900
2016-03-30,175.2703,175.7546,174.6671,175.0325,86365300
2016-03-31,174.939,175.3638,174.4462,174.6076,94584100
2016-04-01,173.6136,175.984,173.2992,175.797,114423500
2016-04-04,175.7206,175.9245,174.922,175.2278,63497000
2016-04-05,173.8855,175.2363,173.2228,173.4777,99662200
2016-04-06,173.4777,175.4317,173.2993,175.3723,91839800
2016-04-07,174.2848,174.6416,172.5431,173.2738,113859000
2016-04-08,174.4547,174.888,173.2058,173.7411,95040600
2016-04-11,174.3782,175.0749,173.2398,173.3333,83757500
2016-04-12,173.5031,175.2278,173.0614,174.9474,115350600
2016-04-13,175.865,176.7996,175.7291,176.7146,96336400
2016-04-14,176.7741,177.2244,176.3748,176.7231,65212900
2016-04-15,176.7231,176.859,176.2048,176.5277,75761600
2016-04-18,176.5277,177.8021,175.8651,177.7681,82531000
2016-04-19,178.1929,178.5837,177.5132,178.3288,88316100
2016-04-20,178.3713,179.1954,177.8955,178.4988,81100300
2016-04-21,178.5158,178.6262,177.2669,177.5388,85695000
2016-04-22,177.1819,177.8106,176.6382,177.5388,99251700
2016-04-25,176.9355,177.2754,176.3238,177.2329,66166500
2016-04-26,177.5982,178.006,177.0205,177.4963,75864200
2016-04-27,177.114,178.2524,176.7571,177.8616,77329400
2016-04-28,177.1055,178.2099,175.8311,176.2474,97216200
2016-04-29,175.6271,175.9755,174.1913,175.2958,142424100
2016-05-02,175.7971,176.8676,175.3638,176.6891,62188000
2016-05-03,175.4572,175.6951,174.4037,175.1514,106422100
2016-05-04,174.1574,174.888,173.6731,174.1744,92243800
2016-05-05,174.6416,174.9984,173.7155,174.1403,67619200
2016-05-06,173.3672,174.82,173.2143,174.7775,89315000
2016-05-09,174.6501,175.3553,174.4717,174.922,74374900
2016-05-10,175.6271,177.1139,175.5592,177.0969,77472200
2016-05-11,176.6381,177.1734,175.4402,175.4402,81727000
2016-05-12,176.1113,176.2813,174.4801,175.4911,89586300
2016-05-13,175.1939,175.7461,173.6391,173.962,96474600
2016-05-16,174.1319,176.1539,174.0724,175.6782,77486800
2016-05-17,175.4063,175.6951,173.5117,174.0384,114924900
2016-05-18,173.69,175.2703,173.0019,174.0893,120062100
2016-05-19,173.3673,173.7751,172.2798,173.4862,115430500
2016-05-20,174.0979,175.1004,174.0469,174.5821,104990400
2016-05-23,174.5992,174.8795,174.1574,174.3443,58682600
2016-05-24,175.1599,176.9185,175.1344,176.6042,93537800
2016-05-25,177.2838,178.2184,176.6042,177.8021,76621400
2016-05-26,177.938,178.1674,177.5387,177.8531,55280700
2016-05-27,178.0145,178.6262,177.9635,178.6177,64211200
2016-05-31,178.8896,179.0,177.7171,178.2779,109879400
2016-06-01,177.6662,178.8216,177.4708,178.6432,69936200
2016-06-02,178.2439,179.2039,177.7681,179.1869,63044700
2016-06-03,178.6262,179.0,177.4453,178.6517,101757100
2016-06-06,179.0085,179.9176,178.8471,179.5608,64887000
2016-06-07,179.7137,180.4019,179.6882,179.8412,60974800
2016-06-08,179.977,180.5548,179.8496,180.4273,66170900
2016-06-09,179.6967,180.2999,179.4248,180.1809,73786900
2016-06-10,178.8046,179.1444,177.9295,178.4733,113829200
2016-06-13,177.8701,178.7281,177.012,177.0969,117751200
2016-06-14,176.7146,177.3433,175.797,176.7486,125059300
2016-06-15,176.7486,177.8701,176.3153,176.5023,109124500
2016-06-16,176.5022,177.1989,174.6671,177.029,149533100
2016-06-17,176.9248,176.9504,175.7121,176.3697,117055700
2016-06-20,178.3339,179.0085,177.4201,177.5055,82789600
2016-06-21,177.8898,178.4193,177.4457,178.0094,72461700
2016-06-22,178.1887,178.9146,177.5738,177.719,95560500
2016-06-23,179.1793,180.0846,178.7182,180.0334,102731400
2016-06-24,173.9016,180.0675,173.1244,173.5685,333444400
2016-06-27,172.1594,172.168,169.6486,170.4599,230775800
2016-06-28,172.0654,173.5599,171.758,173.5343,159382400
2016-06-29,174.9349,176.7198,174.8324,176.4892,137328600
2016-06-30,176.9589,178.9487,176.4038,178.8975,165021900
2016-07-01,178.8976,179.7601,178.7353,179.2733,106055300
2016-07-05,178.4449,178.5559,177.386,177.9838,109803700
2016-07-06,177.4884,179.1708,176.8309,179.0513,96021500
2016-07-07,179.2306,179.8967,178.1716,178.9402,85593800
2016-07-08,180.2384,181.8525,180.0078,181.6048,133971000
2016-07-11,182.0659,182.8174,181.8609,182.2452,73633900
2016-07-12,183.2103,183.8678,182.2708,183.5689,101275600
2016-07-13,183.9875,183.996,183.0566,183.5434,87324100
2016-07-14,184.8072,185.0378,184.1753,184.5681,91230900
2016-07-15,185.1318,185.3282,183.8764,184.3205,107155400
2016-07-18,184.44,184.9781,184.1838,184.8158,58725900
2016-07-19,184.3973,184.6621,184.1497,184.6279,54345700
2016-07-20,184.6279,185.6356,184.6279,185.3965,58159500
2016-07-21,185.2855,185.5075,184.2522,184.6962,67777300
2016-07-22,184.8158,185.5759,184.551,185.5246,62787500
2016-07-25,185.3197,185.3709,184.44,185.0208,55873100
2016-07-26,184.9183,185.4648,184.2607,185.1062,70080500
2016-07-27,185.4819,185.5503,184.1411,184.9098,84083900
2016-07-28,184.7133,185.4136,184.2521,185.1232,65035700
2016-07-29,184.8585,185.7808,184.5767,185.4222,79519400
2016-08-01,185.4819,185.8748,184.8158,185.2684,73311400
2016-08-02,185.0208,185.1745,183.2444,184.0814,92295500
2016-08-03,184.0216,184.6792,183.7227,184.6194,53993600
2016-08-04,184.7304,185.1318,182.9712,184.8158,46585500
2016-08-05,184.8158,186.3701,184.8158,186.3274,71892200
2016-08-08,186.5152,186.6177,185.9516,186.2164,39906500
2016-08-09,186.2847,186.8227,186.0029,186.3274,51251700
2016-08-10,186.4384,186.5153,185.5161,185.8662,57941100
2016-08-11,186.3958,186.9765,186.131,186.7288,72504300
2016-08-12,186.4213,186.78,186.1651,186.5665,61313500
2016-08-15,186.9337,187.4546,186.9252,187.1045,49813500
2016-08-16,186.6861,186.7544,186.1395,186.1395,53213600
2016-08-17,186.1737,186.6263,185.3368,186.4897,75134300
2016-08-18,186.464,186.9422,186.353,186.9081,52989300
2016-08-19,186.4384,186.8141,185.9516,186.6348,75443000
2016-08-22,186.3957,186.8569,186.0285,186.6263,61368800
2016-08-23,187.2412,187.5401,186.9423,187.0021,53399200
2016-08-24,186.8569,186.9508,185.6271,186.0456,71728900
2016-08-25,185.6612,186.3359,185.5075,185.9174,69224800
2016-08-26,186.1054,187.1302,184.6792,185.5674,122506300
2016-08-29,185.6954,186.7458,185.6613,186.4811,70502200
2016-08-30,186.3957,186.6775,185.6186,186.1737,58114500
2016-08-31,185.8406,185.9602,184.867,185.6442,85269500
2016-09-01,185.6357,185.9431,184.4913,185.6527,97844200
2016-09-02,186.5067,186.9167,185.9175,186.4897,79293900
2016-09-06,186.7715,187.1302,186.0541,187.0533,56702100
2016-09-07,186.891,187.2156,186.4299,187.0362,76554900
2016-09-08,186.7031,186.9764,186.3018,186.6092,74102900
2016-09-09,185.294,185.3453,182.1171,182.1427,221589100
2016-09-12,181.3827,185.1574,181.3144,184.756,168110900
2016-09-13,183.475,183.7397,181.4766,182.1001,182828800
2016-09-14,182.1513,183.3554,181.4766,182.0317,134185500
2016-09-15,181.8696,184.2351,181.6902,183.8508,134427900
2016-09-16,183.2346,183.4148,182.4535,183.1401,155236400
2016-09-19,183.7924,184.4361,182.8482,183.1744,80250500
2016-09-20,184.0328,184.1873,183.1487,183.183,69665300
2016-09-21,183.8868,185.4232,183.2002,185.243,110284400
2016-09-22,186.2558,186.7107,186.0069,186.4103,76678700
2016-09-23,186.0154,186.1528,185.2945,185.3889,73630900
2016-09-26,184.5563,184.7366,183.6894,183.8868,89827300
2016-09-27,183.7238,185.1229,183.3547,185.0285,78494800
2016-09-28,185.2516,186.1013,184.2903,185.9468,87411000
2016-09-29,185.7408,186.1442,183.7152,184.2645,128070600
2016-09-30,185.0971,186.3588,184.8481,185.655,117202900
2016-10-03,185.2429,185.4317,184.5734,185.2086,83512100
2016-10-04,185.3203,185.5434,183.6723,184.2645,119948100
2016-10-05,184.8911,185.5091,184.8224,185.0799,72816000
2016-10-06,184.8567,185.4317,184.3159,185.2086,62927400
2016-10-07,185.4833,185.6549,183.8439,184.5735,89788300
2016-10-10,185.5348,185.9983,185.3889,185.5348,51855000
2016-10-11,185.1057,185.1743,182.462,183.1916,130367400
2016-10-12,183.3289,183.9555,182.8311,183.4319,73866100
2016-10-13,182.1015,183.3289,181.2861,182.8311,101357000
2016-10-14,183.8096,184.2731,182.8483,182.9255,93346200
2016-10-17,182.8998,183.1573,182.1101,182.2904,58275700
2016-10-18,183.8868,183.9469,183.0543,183.4319,76869700
2016-10-19,183.698,184.2302,183.3375,183.9212,66519200
2016-10-20,183.5692,184.1357,182.9169,183.5778,73639800
2016-10-21,183.5778,183.7495,182.6165,183.6637,89089100
